carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,29501.28977397198
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,29178.124500137794
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,22067.340690845896
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,38773.86764800203
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,13014.216576551471
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,15071.14895903978
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,38028.451593344595
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,6023.673865389517
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,32327.138265993242
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,9420.198594633266
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,10473.41218767843
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,28246.084366891424
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,8947.115513695868
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,22967.944568329338
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,37792.02885440086
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,21857.45582723083
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,39375.17283796145
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,18040.496016136716
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,5746.7499702127825
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,16145.01043601953
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,14109.30479043343
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,14598.702891319685
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,19915.643149345644
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,34861.87722230314
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,14587.423001097255
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,16576.684840991587
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,14521.71209526098
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,24235.972398318558
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,11635.177425466449
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,6438.044397206117
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,9039.37931458511
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,5161.049650562193
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,8069.89680136598
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,15408.736511200099
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,6778.220968817459
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,26016.271500867704
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,22639.855844452435
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,11270.837200886168
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,26046.910969628072
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,23456.442505376184
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,43213.56711947647
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,40888.65106338664
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,23711.237666058747
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,23502.226574374363
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,17795.60695892185
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,19767.157100886478
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,11758.672004727
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,13107.830679787487
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,29217.106729907988
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,4820.225121300698
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,28191.55415937687
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,43393.860018709645
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,14284.632756521045
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,20010.33099550573
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,14118.97475240935
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,10866.242846777623
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,23878.861183706544
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,35132.390605456734
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,7864.305942915177
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,8247.32618435513
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,40405.949107919885
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,25757.060689662343
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,6748.754542734106
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,26873.789958238838
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,14785.04643601276
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,7463.719719773784
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,14789.202760774033
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,13229.281413790684
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,17799.046125527235
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,11010.358314899011
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,34126.25912311676
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,13755.892383020462
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,36634.99859330903
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,4858.822868796102
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,4126.533043936283
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,22598.53053723793
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,9252.41678904987
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,31979.758744734354
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,34321.656250169915
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,14188.594991183298
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,11304.74585295284
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,8821.943459383478
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,15990.891651468364
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,29772.019075057466
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,41794.99403439786
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,20251.159309638264
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,23623.509754877105
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,9953.729627221303
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,27255.094543982297
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,6648.378850598785
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,17051.623979611562
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,6324.043856429105
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,25430.19740457764
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,13608.79211941053
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,11959.28961749368
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,25133.96033075474
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,29271.04945386067
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,17895.927489611677
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,26885.122764868916
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,10749.476858803759
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,14370.96600056916
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,11978.212923970394
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,14057.34949338059
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,5983.911591208688
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,8157.9858326804515
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,13180.103577895503
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,8936.27687573221
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,33741.166676230176
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,12603.814832467937
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,14720.513965890166
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,11410.091405451745
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,16243.728797793823
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,25837.728683982314
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,38476.66735694805
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,39266.03314196184
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,25331.659121204317
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,9687.54391154681
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,8254.863568621788
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,10138.324472843216
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,7169.923572806303
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,32015.171673274817
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,7830.668301584816
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,33772.00335385868
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,13831.98150025591
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,8108.5495745442
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,15304.065780734594
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,21018.111371630468
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,21806.063403386932
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,8644.899498356188
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,7168.538186109687
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,24516.025998826306
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,20298.887143099928
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,7919.76250291491
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,22678.06935309746
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,6443.815043691491
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,34342.7656344184
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,20837.231985721915
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,27054.738910612057
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,24566.899081538526
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,18566.505200732434
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,14179.873721999467
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,13429.957737468023
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,11071.649821896875
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,23812.674003751003
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,11971.270904104218
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,21119.153835325495
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,13142.647546032324
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,7187.957982943783
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,30296.461433955406
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,7732.110192735941
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,16943.828057121373
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,28198.983893314402
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,27581.661381845537
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,43203.699335310266
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,9138.050981287352
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,16713.23839418358
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,15768.006650101275
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,37895.07436613839
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,23179.939850865747
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,27717.665722448142
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,19005.076798621754
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,36573.26706697587
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,12634.407221792626
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,18837.549826593993
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,19815.484689669895
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,7720.708674453719
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,11211.199986056807
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,7319.331808459936
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,13457.826175478023
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,8586.929368229245
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,16978.98810982538
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,25041.40847263739
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,10036.254260200665
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,16173.966092886782
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,18100.17610295718
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,8513.330375230556
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,11447.636226282762
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,7487.0951859115885
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,6319.49053720411
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,19964.684486275914
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,13454.98945758903
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,14897.678279782125
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,6153.302649903715
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,18676.74845230484
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,24770.143799776677
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,35519.006972568
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,8174.914428206127
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,12096.420077618459
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,31795.45998501752
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,7479.339038031035
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,38262.992326012405
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,19201.396898556315
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,7027.267715458591
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,5700.397636834535
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,16880.84196063085
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,15144.134071680548
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,35814.11800553249
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,10705.75522653171
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,16527.834003536147
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,13891.398553140098
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,9926.488740280494
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,43937.72075820417
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,7590.260003032826
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,8914.795581829927
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,10754.198885859343
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,8054.600530105073
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,10854.986119791674
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,7091.88057441041
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,28798.233236118333
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,10756.277234845209
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,6907.928588589123
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,26760.254189267143
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,5495.671332723643
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,24612.256257653855
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,23581.63171654132
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,25374.861853110815
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,22421.768323522323
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,7594.794937738623
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,26938.072418698473
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,9637.63871864761
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,13801.640951952555
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,15399.26526059492
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,17877.074407349988
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,25620.77273391035
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,8848.79543507311
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,49431.964866609735
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,7765.597301882238
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,23204.385311172704
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,30557.305158821073
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,6334.384281671306
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,5720.561509720878
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,21671.256588991975
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,9955.30349572527
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,40094.12587567629
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,5460.35355760713
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,15456.451740887716
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,22333.710199392175
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,17420.715127489904
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,43365.66355566226
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,9761.686169235241
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,20156.04003959146
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,22409.56103900588
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,38683.38000604424
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,7411.1961141271995
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,16931.925926547778
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,25272.98590619167
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,6091.35267862276
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,7196.928975835839
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,5012.013210597873
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,7993.2835596482855
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,11770.24553111922
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,5913.685378236133
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,18129.134674725276
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,7490.778883452336
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,8369.93071129582
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,14555.16968885373
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,38041.14682082466
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,13132.954110937555
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,19830.807237866855
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,15775.487472113591
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,27400.557513714826
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,21021.43472325238
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,16080.473331189094
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,8489.434935674171
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,38411.832540642325
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,21441.77237028686
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,16206.959172878862
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,26448.05862126733
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,7218.327534768963
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,26756.023567745186
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,28403.322217660814
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,19880.687394531484
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,7324.734208195979
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,9304.903061882047
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,8968.20203188827
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,16342.189482521106
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,22707.56961552797
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,20995.96911703625
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,21366.56962010084
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,6772.98368239545
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,9130.829933770912
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,23499.33665245786
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,19831.155615264095
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,40191.4436421403
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,15011.168148061986
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,39063.7549405696
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,14771.027461772324
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,19306.589667530978
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,7686.064780803244
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,13693.205534615558
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,31437.22134056088
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,9212.518159384019
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,23959.538831889233
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,13604.011556404095
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,8521.410257252273
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,7408.072094453064
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,12357.384919654796
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,12266.975214861424
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,39525.56182069761
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,7507.2460803120675
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,7623.53453597396
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,7608.0150370917345
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,11590.296429037355
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,34295.13714654571
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,11300.973192762454
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,21104.318762300412
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,8271.702566087166
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,9835.704691718278
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,35943.959440835475
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,7265.398843524434
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,26567.73637539258
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,34292.72733523206
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,24118.746690788663
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,12727.524963302176
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,10732.30618283547
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,29604.60377676277
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,21204.285596293154
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,24441.201899872023
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,27349.100944038262
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,5090.902021476874
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,49198.05537826936
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,12406.761887638551
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,6852.0900068261635
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,10556.906670146056
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,17575.02433608548
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,13657.409996805018
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,22845.210601822997
